2022-08-15 10:41:15.625 | ERROR    | test_nft_:test_collection_details:99 - [{"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}, {"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "total_supply": 10000, "total_supply_genie": 10000, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}]
2022-08-15 10:43:14.667 | ERROR    | test_nft_:test_collection_details:99 - [{"one_day_volume": 453.89, "one_day_volume_genie": 183.89, "one_day_change": -8.61, "one_day_change_genie": -0.255506072874494, "one_day_sales": 5, "one_day_sales_genie": 2, "seven_day_volume": 3609.872, "seven_day_volume_genie": 1575.663, "seven_day_change": -46.12, "seven_day_change_genie": -0.4816687812315915, "seven_day_sales": 37, "seven_day_sales_genie": 17, "thirty_day_volume": 16883.50869, "thirty_day_volume_genie": 11333.553757450003, "thirty_day_change": -22.78, "thirty_day_change_genie": -0.6146222137963852, "thirty_day_sales": 180, "thirty_day_sales_genie": 124, "total_volume": 111381.74331510422, "total_volume_genie": 647403.893627208, "total_sales": 1001, "total_sales_genie": 26912, "average_price": 111.27047284226195, "average_price_genie": 24.056327795303506, "num_owners": 0, "num_owners_genie": 6446, "floor_price": 0, "floor_price_genie": 76}]
2022-08-15 18:14:31.116 | ERROR    | test_nft_success:test_collection_nft_list:104 - 50
2022-08-15 18:41:58.600 | ERROR    | test_nft_success:test_collection_nft_list:115 - BoredApeYachtClub #0
2022-08-15 18:42:31.979 | ERROR    | test_nft_success:test_collection_nft_list:115 - BoredApeYachtClub #6
2022-08-15 18:42:31.980 | ERROR    | test_nft_success:test_collection_nft_list:116 - BoredApeYachtClub #6
2022-08-15 18:45:32.317 | ERROR    | test_nft_success:test_collection_nft_list:118 - {'name': 'BoredApeYachtClub #7', 'name_genie': 'BoredApeYachtClub #7'}
2022-08-15 18:51:28.457 | ERROR    | test_nft_success:test_collection_nft_list:131 - {'name': 'BoredApeYachtClub #28', 'name_genie': 'BoredApeYachtClub #28', 'id': '28', 'id_genie': '28'}
2022-08-15 18:52:19.053 | ERROR    | test_nft_success:test_collection_nft_list:133 - {'name': 'BoredApeYachtClub #0', 'name_genie': 'BoredApeYachtClub #0', 'id': '0', 'id_genie': '0'}
2022-08-15 18:53:00.824 | ERROR    | test_nft_success:test_collection_nft_list:133 - {'name': 'BoredApeYachtClub #21', 'name_genie': 'BoredApeYachtClub #21', 'id': '21', 'id_genie': '21'}
2022-08-15 18:53:47.112 | ERROR    | test_nft_success:test_collection_nft_list:133 - {'name': 'BoredApeYachtClub #5', 'name_genie': 'BoredApeYachtClub #5', 'id': '5', 'id_genie': '5', 'quantity': '1', 'quantity_genie': '1'}
2022-08-15 19:04:21.784 | ERROR    | test_nft_success:test_collection_nft_list:138 - {'name': 'BoredApeYachtClub #42', 'name_genie': 'BoredApeYachtClub #42', 'id': '42', 'id_genie': '42'}
2022-08-15 19:04:23.042 | ERROR    | test_nft_success:test_collection_nft_list:138 - {'name': 'BoredApeYachtClub #7', 'name_genie': 'BoredApeYachtClub #7', 'id': '7', 'id_genie': '7'}
2022-08-15 19:04:36.425 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{'name': 'BoredApeYachtClub #45', 'name_genie': 'BoredApeYachtClub #45', 'id': '45', 'id_genie': '45'}]
2022-08-15 19:04:37.686 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{'name': 'BoredApeYachtClub #45', 'name_genie': 'BoredApeYachtClub #45', 'id': '45', 'id_genie': '45'}, {'name': 'BoredApeYachtClub #23', 'name_genie': 'BoredApeYachtClub #23', 'id': '23', 'id_genie': '23'}]
2022-08-15 19:05:40.156 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}]
2022-08-15 19:05:41.384 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}]
2022-08-15 19:05:45.350 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}]
2022-08-15 19:05:46.537 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}]
2022-08-15 19:05:47.730 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}, {"name": "BoredApeYachtClub #41", "name_genie": "BoredApeYachtClub #41", "id": "41", "id_genie": "41"}]
2022-08-15 19:05:48.960 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}, {"name": "BoredApeYachtClub #41", "name_genie": "BoredApeYachtClub #41", "id": "41", "id_genie": "41"}, {"name": "BoredApeYachtClub #46", "name_genie": "BoredApeYachtClub #46", "id": "46", "id_genie": "46"}]
2022-08-15 19:05:50.188 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}, {"name": "BoredApeYachtClub #41", "name_genie": "BoredApeYachtClub #41", "id": "41", "id_genie": "41"}, {"name": "BoredApeYachtClub #46", "name_genie": "BoredApeYachtClub #46", "id": "46", "id_genie": "46"}, {"name": "BoredApeYachtClub #0", "name_genie": "BoredApeYachtClub #0", "id": "0", "id_genie": "0"}]
2022-08-15 19:05:51.418 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}, {"name": "BoredApeYachtClub #41", "name_genie": "BoredApeYachtClub #41", "id": "41", "id_genie": "41"}, {"name": "BoredApeYachtClub #46", "name_genie": "BoredApeYachtClub #46", "id": "46", "id_genie": "46"}, {"name": "BoredApeYachtClub #0", "name_genie": "BoredApeYachtClub #0", "id": "0", "id_genie": "0"}, {"name": "BoredApeYachtClub #1", "name_genie": "BoredApeYachtClub #1", "id": "1", "id_genie": "1"}]
2022-08-15 19:05:52.564 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}, {"name": "BoredApeYachtClub #41", "name_genie": "BoredApeYachtClub #41", "id": "41", "id_genie": "41"}, {"name": "BoredApeYachtClub #46", "name_genie": "BoredApeYachtClub #46", "id": "46", "id_genie": "46"}, {"name": "BoredApeYachtClub #0", "name_genie": "BoredApeYachtClub #0", "id": "0", "id_genie": "0"}, {"name": "BoredApeYachtClub #1", "name_genie": "BoredApeYachtClub #1", "id": "1", "id_genie": "1"}, {"name": "BoredApeYachtClub #7", "name_genie": "BoredApeYachtClub #7", "id": "7", "id_genie": "7"}]
2022-08-15 19:05:53.735 | ERROR    | test_nft_success:test_collection_nft_list:138 - [{"name": "BoredApeYachtClub #11", "name_genie": "BoredApeYachtClub #11", "id": "11", "id_genie": "11"}, {"name": "BoredApeYachtClub #39", "name_genie": "BoredApeYachtClub #39", "id": "39", "id_genie": "39"}, {"name": "BoredApeYachtClub #47", "name_genie": "BoredApeYachtClub #47", "id": "47", "id_genie": "47"}, {"name": "BoredApeYachtClub #49", "name_genie": "BoredApeYachtClub #49", "id": "49", "id_genie": "49"}, {"name": "BoredApeYachtClub #41", "name_genie": "BoredApeYachtClub #41", "id": "41", "id_genie": "41"}, {"name": "BoredApeYachtClub #46", "name_genie": "BoredApeYachtClub #46", "id": "46", "id_genie": "46"}, {"name": "BoredApeYachtClub #0", "name_genie": "BoredApeYachtClub #0", "id": "0", "id_genie": "0"}, {"name": "BoredApeYachtClub #1", "name_genie": "BoredApeYachtClub #1", "id": "1", "id_genie": "1"}, {"name": "BoredApeYachtClub #7", "name_genie": "BoredApeYachtClub #7", "id": "7", "id_genie": "7"}, {"name": "BoredApeYachtClub #9", "name_genie": "BoredApeYachtClub #9", "id": "9", "id_genie": "9"}]
